title,price,rating,availability,source_url,listing_page,upc,category,price_excl_tax,price_incl_tax,tax,available_units,reviews
Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,46.33,2,In stock,https://books.toscrape.com/catalogue/unreasonable-hope-finding-faith-in-the-god-who-brings-purpose-to-your-pain_505/index.html,25,48cb52d78c992487,Spirituality,46.33,46.33,0.0,7,0
What Happened on Beale Street (Secrets of the South Mysteries #2),25.37,5,In stock,https://books.toscrape.com/catalogue/what-happened-on-beale-street-secrets-of-the-south-mysteries-2_506/index.html,25,9735c969c652dd89,Mystery,25.37,25.37,0.0,7,0
Wildlife of New York: A Five-Borough Coloring Book,22.14,2,In stock,https://books.toscrape.com/catalogue/wildlife-of-new-york-a-five-borough-coloring-book_507/index.html,25,b46d022080543144,Default,22.14,22.14,0.0,7,0
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,12.08,3,In stock,https://books.toscrape.com/catalogue/you-are-a-badass-how-to-stop-doubting-your-greatness-and-start-living-an-awesome-life_508/index.html,25,88ec621893e595d0,Self Help,12.08,12.08,0.0,7,0
Playing from the Heart,32.38,1,In stock,https://books.toscrape.com/catalogue/playing-from-the-heart_481/index.html,26,68008abf6409dfde,Childrens,32.38,32.38,0.0,7,0
Raymie Nightingale,34.41,2,In stock,https://books.toscrape.com/catalogue/raymie-nightingale_482/index.html,26,31c56c4d0fe19340,Childrens,34.41,34.41,0.0,7,0
"Rich Dad, Poor Dad",51.74,1,In stock,https://books.toscrape.com/catalogue/rich-dad-poor-dad_483/index.html,26,8486f61aa81a3daa,Business,51.74,51.74,0.0,7,0
"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",52.87,3,In stock,https://books.toscrape.com/catalogue/shrunken-treasures-literary-classics-short-sweet-and-silly_484/index.html,26,9639e89d20228e6e,Childrens,52.87,52.87,0.0,7,0
Sister Dear,40.2,4,In stock,https://books.toscrape.com/catalogue/sister-dear_485/index.html,26,7ffebdd1d5148aef,Fiction,40.2,40.2,0.0,7,0
"Sit, Stay, Love",20.9,3,In stock,https://books.toscrape.com/catalogue/sit-stay-love_486/index.html,26,bd087cf6a846db75,Romance,20.9,20.9,0.0,7,0
Steal Like an Artist: 10 Things Nobody Told You About Being Creative,20.9,2,In stock,https://books.toscrape.com/catalogue/steal-like-an-artist-10-things-nobody-told-you-about-being-creative_487/index.html,26,8776181be110838a,Default,20.9,20.9,0.0,7,0
Team of Rivals: The Political Genius of Abraham Lincoln,20.12,5,In stock,https://books.toscrape.com/catalogue/team-of-rivals-the-political-genius-of-abraham-lincoln_488/index.html,26,ba047a636b7d3793,Add a comment,20.12,20.12,0.0,7,0
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,33.17,4,In stock,https://books.toscrape.com/catalogue/the-7-habits-of-highly-effective-people-powerful-lessons-in-personal-change_489/index.html,26,5fbd03b1ac0a0e69,Default,33.17,33.17,0.0,7,0
The Art Book,32.34,2,In stock,https://books.toscrape.com/catalogue/the-art-book_490/index.html,26,4b8fa561a1e52d1c,Art,32.34,32.34,0.0,7,0
The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),52.3,5,In stock,https://books.toscrape.com/catalogue/the-bachelor-girls-guide-to-murder-herringford-and-watts-mysteries-1_491/index.html,26,20789fb17b423c4c,Mystery,52.3,52.3,0.0,7,0
The Bourne Identity (Jason Bourne #1),42.78,4,In stock,https://books.toscrape.com/catalogue/the-bourne-identity-jason-bourne-1_492/index.html,26,d250657f0ebc5d73,Fiction,42.78,42.78,0.0,7,0
The Constant Princess (The Tudor Court #1),16.62,3,In stock,https://books.toscrape.com/catalogue/the-constant-princess-the-tudor-court-1_493/index.html,26,24933c712f0bca2f,Historical Fiction,16.62,16.62,0.0,7,0
The Drowning Girls,35.67,3,In stock,https://books.toscrape.com/catalogue/the-drowning-girls_494/index.html,26,7a10353c9c54cf7c,Add a comment,35.67,35.67,0.0,7,0
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,39.55,1,In stock,https://books.toscrape.com/catalogue/the-faith-of-christopher-hitchens-the-restless-soul-of-the-worlds-most-notorious-atheist_495/index.html,26,57f85720e54d6442,Biography,39.55,39.55,0.0,7,0
The Glass Castle,16.24,1,In stock,https://books.toscrape.com/catalogue/the-glass-castle_496/index.html,26,47f4fd3e8e1dac05,Add a comment,16.24,16.24,0.0,7,0
The Good Girl,49.03,3,In stock,https://books.toscrape.com/catalogue/the-good-girl_497/index.html,26,f935412970c9f58f,Default,49.03,49.03,0.0,7,0
The Great Gatsby,36.05,4,In stock,https://books.toscrape.com/catalogue/the-great-gatsby_498/index.html,26,a8dbf1c6b41b885a,Default,36.05,36.05,0.0,7,0
The Origin of Species,10.01,4,In stock,https://books.toscrape.com/catalogue/the-origin-of-species_499/index.html,26,0345872b14f9e774,Science,10.01,10.01,0.0,7,0
The Story of Art,41.14,4,In stock,https://books.toscrape.com/catalogue/the-story-of-art_500/index.html,26,9147c5251cc99eb1,Art,41.14,41.14,0.0,7,0
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,25.77,1,In stock,https://books.toscrape.com/catalogue/blue-like-jazz-nonreligious-thoughts-on-christian-spirituality_461/index.html,27,a322361a37a78d3d,Christian,25.77,25.77,0.0,7,0
"Chronicles, Vol. 1",52.6,2,In stock,https://books.toscrape.com/catalogue/chronicles-vol-1_462/index.html,27,4781b6bfd6f7a2c5,Music,52.6,52.6,0.0,7,0
Counted With the Stars (Out from Egypt #1),17.97,5,In stock,https://books.toscrape.com/catalogue/counted-with-the-stars-out-from-egypt-1_463/index.html,27,4807043b8218e9ce,Christian Fiction,17.97,17.97,0.0,7,0
Delivering the Truth (Quaker Midwife Mystery #1),20.89,4,In stock,https://books.toscrape.com/catalogue/delivering-the-truth-quaker-midwife-mystery-1_464/index.html,27,4e980425468708da,Mystery,20.89,20.89,0.0,7,0
Every Heart a Doorway (Every Heart A Doorway #1),12.16,5,In stock,https://books.toscrape.com/catalogue/every-heart-a-doorway-every-heart-a-doorway-1_465/index.html,27,4fa75fc6829431ca,Fantasy,12.16,12.16,0.0,7,0
Finding God in the Ruins: How God Redeems Pain,46.64,2,In stock,https://books.toscrape.com/catalogue/finding-god-in-the-ruins-how-god-redeems-pain_466/index.html,27,4e78f06160b717ac,Nonfiction,46.64,46.64,0.0,7,0
For the Love: Fighting for Grace in a World of Impossible Standards,45.13,3,In stock,https://books.toscrape.com/catalogue/for-the-love-fighting-for-grace-in-a-world-of-impossible-standards_467/index.html,27,2e40333991f56f45,Nonfiction,45.13,45.13,0.0,7,0
"Fruits Basket, Vol. 7 (Fruits Basket #7)",19.57,1,In stock,https://books.toscrape.com/catalogue/fruits-basket-vol-7-fruits-basket-7_468/index.html,27,de6d7645f192d517,Sequential Art,19.57,19.57,0.0,7,0
Good in Bed (Cannie Shapiro #1),37.05,5,In stock,https://books.toscrape.com/catalogue/good-in-bed-cannie-shapiro-1_469/index.html,27,c00bc29a678a6efb,Add a comment,37.05,37.05,0.0,7,0
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,28.25,2,In stock,https://books.toscrape.com/catalogue/how-to-be-a-domestic-goddess-baking-and-the-art-of-comfort-cooking_470/index.html,27,eff5710404e2ff78,Food and Drink,28.25,28.25,0.0,7,0
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),46.01,4,In stock,https://books.toscrape.com/catalogue/how-to-cook-everything-vegetarian-simple-meatless-recipes-for-great-food-how-to-cook-everything_471/index.html,27,2a9fcb3382d351c8,Food and Drink,46.01,46.01,0.0,7,0
John Adams,57.43,4,In stock,https://books.toscrape.com/catalogue/john-adams_472/index.html,27,68407606544d6f22,Add a comment,57.43,57.43,0.0,7,0
King's Folly (The Kinsman Chronicles #1),39.61,5,In stock,https://books.toscrape.com/catalogue/kings-folly-the-kinsman-chronicles-1_473/index.html,27,4c82371b8cd02d4d,Fantasy,39.61,39.61,0.0,7,0
Leave This Song Behind: Teen Poetry at Its Best,51.17,5,In stock,https://books.toscrape.com/catalogue/leave-this-song-behind-teen-poetry-at-its-best_474/index.html,27,b74ee891e2a6dd69,Poetry,51.17,51.17,0.0,7,0
Life of Pi,13.22,4,In stock,https://books.toscrape.com/catalogue/life-of-pi_475/index.html,27,40cdcbb7692fd408,Default,13.22,13.22,0.0,7,0
Like Never Before (Walker Family #2),28.77,2,In stock,https://books.toscrape.com/catalogue/like-never-before-walker-family-2_476/index.html,27,b6670507e85b30e6,Christian Fiction,28.77,28.77,0.0,7,0
Memoirs of a Geisha,49.67,3,In stock,https://books.toscrape.com/catalogue/memoirs-of-a-geisha_477/index.html,27,dac4b5847454fd9b,Fiction,49.67,49.67,0.0,7,0
Meternity,43.58,3,In stock,https://books.toscrape.com/catalogue/meternity_478/index.html,27,725cd8d23d78cdca,Womens Fiction,43.58,43.58,0.0,7,0
"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",11.38,5,In stock,https://books.toscrape.com/catalogue/naturally-lean-125-nourishing-gluten-free-plant-based-recipes-all-under-300-calories_479/index.html,27,924438fc6cbec836,Food and Drink,11.38,11.38,0.0,7,0
Nightstruck: A Novel,50.35,4,In stock,https://books.toscrape.com/catalogue/nightstruck-a-novel_480/index.html,27,746029796363aa51,Young Adult,50.35,50.35,0.0,7,0
A Gathering of Shadows (Shades of Magic #2),44.81,4,In stock,https://books.toscrape.com/catalogue/a-gathering-of-shadows-shades-of-magic-2_456/index.html,28,d1378a0ad06ff979,Fantasy,44.81,44.81,0.0,7,0
A Short History of Nearly Everything,52.4,5,In stock,https://books.toscrape.com/catalogue/a-short-history-of-nearly-everything_457/index.html,28,6c7fa6844380f50a,History,52.4,52.4,0.0,7,0
A Summer In Europe,44.34,2,In stock,https://books.toscrape.com/catalogue/a-summer-in-europe_458/index.html,28,cc1936a9f4e93477,Travel,44.34,44.34,0.0,7,0
"At The Existentialist Caf̩: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",29.93,5,In stock,https://books.toscrape.com/catalogue/at-the-existentialist-cafe-freedom-being-and-apricot-cocktails-with-jean-paul-sartre-simone-de-beauvoir-albert-camus-martin-heidegger-edmund-husserl-karl-jaspers-maurice-merleau-ponty-and-others_459/index.html,28,6b52904b2ab91bf6,Philosophy,29.93,29.93,0.0,7,0
Benjamin Franklin: An American Life,48.19,3,In stock,https://books.toscrape.com/catalogue/benjamin-franklin-an-american-life_460/index.html,28,5b546a46a86a9d8c,Biography,48.19,48.19,0.0,7,0
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),15.42,5,In stock,https://books.toscrape.com/catalogue/the-collected-poems-of-wb-yeats-the-collected-works-of-wb-yeats-1_441/index.html,28,3d250ab0f12be445,Poetry,15.42,15.42,0.0,6,0
The Fellowship of the Ring (The Lord of the Rings #1),10.27,2,In stock,https://books.toscrape.com/catalogue/the-fellowship-of-the-ring-the-lord-of-the-rings-1_442/index.html,28,cb17945cb90b7837,Default,10.27,10.27,0.0,6,0
The Girl You Left Behind (The Girl You Left Behind #1),15.79,1,In stock,https://books.toscrape.com/catalogue/the-girl-you-left-behind-the-girl-you-left-behind-1_443/index.html,28,eb7459e0c570251d,Historical,15.79,15.79,0.0,6,0
The God Delusion,46.85,3,In stock,https://books.toscrape.com/catalogue/the-god-delusion_444/index.html,28,2bc80eba94950873,Add a comment,46.85,46.85,0.0,6,0
The Golden Compass (His Dark Materials #1),18.77,1,In stock,https://books.toscrape.com/catalogue/the-golden-compass-his-dark-materials-1_445/index.html,28,d33824cb93ecab6f,Add a comment,18.77,18.77,0.0,6,0
The Great Railway Bazaar,30.54,1,In stock,https://books.toscrape.com/catalogue/the-great-railway-bazaar_446/index.html,28,48736df57e7bec9f,Travel,30.54,30.54,0.0,6,0
The Hobbit (Middle-Earth Universe),17.8,5,In stock,https://books.toscrape.com/catalogue/the-hobbit-middle-earth-universe_447/index.html,28,72b5355dda190b6a,Default,17.8,17.8,0.0,6,0
The Invention of Wings,37.34,1,In stock,https://books.toscrape.com/catalogue/the-invention-of-wings_448/index.html,28,e6635f5b0a2c78db,Historical Fiction,37.34,37.34,0.0,6,0
The Joy of Cooking,43.27,4,In stock,https://books.toscrape.com/catalogue/the-joy-of-cooking_449/index.html,28,d326e189b1210916,Add a comment,43.27,43.27,0.0,6,0
The Makings of a Fatherless Child,31.58,2,In stock,https://books.toscrape.com/catalogue/the-makings-of-a-fatherless-child_450/index.html,28,2efa5a839e62b1bd,Default,31.58,31.58,0.0,6,0
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,59.45,4,In stock,https://books.toscrape.com/catalogue/the-man-who-mistook-his-wife-for-a-hat-and-other-clinical-tales_451/index.html,28,60376aa71be66083,Nonfiction,59.45,59.45,0.0,6,0
The Mysterious Affair at Styles (Hercule Poirot #1),24.8,4,In stock,https://books.toscrape.com/catalogue/the-mysterious-affair-at-styles-hercule-poirot-1_452/index.html,28,2da5edf8b5776c9a,Mystery,24.8,24.8,0.0,6,0
The Perks of Being a Wallflower,55.02,3,In stock,https://books.toscrape.com/catalogue/the-perks-of-being-a-wallflower_453/index.html,28,fd364afd082f5446,Default,55.02,55.02,0.0,6,0
The Rise and Fall of the Third Reich: A History of Nazi Germany,39.67,2,In stock,https://books.toscrape.com/catalogue/the-rise-and-fall-of-the-third-reich-a-history-of-nazi-germany_454/index.html,28,774fa432bd7d9c47,History,39.67,39.67,0.0,6,0
The Sound Of Love,57.84,5,In stock,https://books.toscrape.com/catalogue/the-sound-of-love_455/index.html,28,5ba3d703d1ae0c1d,Default,57.84,57.84,0.0,6,0
A Year in Provence (Provence #1),56.88,4,In stock,https://books.toscrape.com/catalogue/a-year-in-provence-provence-1_421/index.html,29,9e60929f521fa280,Travel,56.88,56.88,0.0,6,0
An Unquiet Mind: A Memoir of Moods and Madness,21.3,3,In stock,https://books.toscrape.com/catalogue/an-unquiet-mind-a-memoir-of-moods-and-madness_422/index.html,29,46cb43c2ab133ccc,Psychology,21.3,21.3,0.0,6,0
Better Homes and Gardens New Cook Book,39.61,3,In stock,https://books.toscrape.com/catalogue/better-homes-and-gardens-new-cook-book_423/index.html,29,faf841f81c52638b,Food and Drink,39.61,39.61,0.0,6,0
Catherine the Great: Portrait of a Woman,58.55,4,In stock,https://books.toscrape.com/catalogue/catherine-the-great-portrait-of-a-woman_424/index.html,29,f3c70d296ec796c4,History,58.55,58.55,0.0,6,0
"Death Note, Vol. 6: Give-and-Take (Death Note #6)",36.39,3,In stock,https://books.toscrape.com/catalogue/death-note-vol-6-give-and-take-death-note-6_425/index.html,29,6e06d0f00f6da20f,Sequential Art,36.39,36.39,0.0,6,0
Deception Point,40.32,4,In stock,https://books.toscrape.com/catalogue/deception-point_426/index.html,29,4e3b183180e2a992,Fiction,40.32,40.32,0.0,6,0
"Fruits Basket, Vol. 6 (Fruits Basket #6)",20.96,4,In stock,https://books.toscrape.com/catalogue/fruits-basket-vol-6-fruits-basket-6_427/index.html,29,97258f576d4bb672,Sequential Art,20.96,20.96,0.0,6,0
Fun Home: A Family Tragicomic,56.59,4,In stock,https://books.toscrape.com/catalogue/fun-home-a-family-tragicomic_428/index.html,29,56a34d0cec11d6b0,Add a comment,56.59,56.59,0.0,6,0
"Girl, Interrupted",42.14,3,In stock,https://books.toscrape.com/catalogue/girl-interrupted_429/index.html,29,384c7d41d5ffe9d1,Nonfiction,42.14,42.14,0.0,6,0
Give It Back,18.32,2,In stock,https://books.toscrape.com/catalogue/give-it-back_430/index.html,29,012170e4fc87ace0,Thriller,18.32,18.32,0.0,6,0
How to Stop Worrying and Start Living,46.49,5,In stock,https://books.toscrape.com/catalogue/how-to-stop-worrying-and-start-living_431/index.html,29,e792c0969cefe1b8,Self Help,46.49,46.49,0.0,6,0
In Cold Blood,49.98,4,In stock,https://books.toscrape.com/catalogue/in-cold-blood_432/index.html,29,fe0f34ebed689381,Nonfiction,49.98,49.98,0.0,6,0
In the Woods (Dublin Murder Squad #1),38.38,2,In stock,https://books.toscrape.com/catalogue/in-the-woods-dublin-murder-squad-1_433/index.html,29,6958de044cb28a84,Mystery,38.38,38.38,0.0,6,0
Me Before You (Me Before You #1),19.02,1,In stock,https://books.toscrape.com/catalogue/me-before-you-me-before-you-1_434/index.html,29,7a2b51f69e81c722,Fiction,19.02,19.02,0.0,6,0
Mere Christianity,48.51,3,In stock,https://books.toscrape.com/catalogue/mere-christianity_435/index.html,29,f38f37ed934d84b2,Add a comment,48.51,48.51,0.0,6,0
Musicophilia: Tales of Music and the Brain,46.58,1,In stock,https://books.toscrape.com/catalogue/musicophilia-tales-of-music-and-the-brain_436/index.html,29,6d235933670503d9,Default,46.58,46.58,0.0,6,0
Pride and Prejudice,19.27,4,In stock,https://books.toscrape.com/catalogue/pride-and-prejudice_437/index.html,29,720c36b2bee4692e,Add a comment,19.27,19.27,0.0,6,0
Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,30.6,3,In stock,https://books.toscrape.com/catalogue/ship-leaves-harbor-essays-on-travel-by-a-recovering-journeyman_438/index.html,29,8d8e9f9b8730eb25,Default,30.6,30.6,0.0,6,0
Tell the Wolves I'm Home,50.96,2,In stock,https://books.toscrape.com/catalogue/tell-the-wolves-im-home_439/index.html,29,2a1b3d967cda1da2,Young Adult,50.96,50.96,0.0,6,0
The Barefoot Contessa Cookbook,59.92,5,In stock,https://books.toscrape.com/catalogue/the-barefoot-contessa-cookbook_440/index.html,29,6478ccb4416e6a5d,Food and Drink,59.92,59.92,0.0,6,0
The Expatriates,44.58,2,In stock,https://books.toscrape.com/catalogue/the-expatriates_401/index.html,30,fe7210553d56c097,Fiction,44.58,44.58,0.0,5,0
The False Prince (The Ascendance Trilogy #1),56.0,5,In stock,https://books.toscrape.com/catalogue/the-false-prince-the-ascendance-trilogy-1_402/index.html,30,a2a9f76339d21ab1,Fantasy,56.0,56.0,0.0,5,0
The Fault in Our Stars,47.22,1,In stock,https://books.toscrape.com/catalogue/the-fault-in-our-stars_403/index.html,30,3661360c99719414,Default,47.22,47.22,0.0,5,0
The Firm,45.56,3,In stock,https://books.toscrape.com/catalogue/the-firm_404/index.html,30,ad84f18659e6bfe2,Fiction,45.56,45.56,0.0,5,0
The Grand Design,13.76,3,In stock,https://books.toscrape.com/catalogue/the-grand-design_405/index.html,30,3213b1f13f5f0f7c,Science,13.76,13.76,0.0,5,0
The Hiding Place,55.91,4,In stock,https://books.toscrape.com/catalogue/the-hiding-place_406/index.html,30,c4589ee5977a47be,History,55.91,55.91,0.0,5,0
The Little Paris Bookshop,24.73,3,In stock,https://books.toscrape.com/catalogue/the-little-paris-bookshop_407/index.html,30,dfd9ff1f343cdaff,Fiction,24.73,24.73,0.0,5,0
The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,42.91,5,In stock,https://books.toscrape.com/catalogue/the-mathews-men-seven-brothers-and-the-war-against-hitlers-u-boats_408/index.html,30,0d210d2448c3018f,History,42.91,42.91,0.0,5,0
The Metamorphosis,28.58,1,In stock,https://books.toscrape.com/catalogue/the-metamorphosis_409/index.html,30,93379e3a2072a01b,Classics,28.58,28.58,0.0,5,0
The Power Greens Cookbook: 140 Delicious Superfood Recipes,11.05,5,In stock,https://books.toscrape.com/catalogue/the-power-greens-cookbook-140-delicious-superfood-recipes_410/index.html,30,f701fae56b645ef7,Food and Drink,11.05,11.05,0.0,5,0
The Raven Boys (The Raven Cycle #1),57.74,4,In stock,https://books.toscrape.com/catalogue/the-raven-boys-the-raven-cycle-1_411/index.html,30,e0b3a679b83caccc,Fantasy,57.74,57.74,0.0,5,0
The Raven King (The Raven Cycle #4),30.57,2,In stock,https://books.toscrape.com/catalogue/the-raven-king-the-raven-cycle-4_412/index.html,30,2e4fc5eacceec12c,Add a comment,30.57,30.57,0.0,5,0
The Secret Garden,15.08,4,In stock,https://books.toscrape.com/catalogue/the-secret-garden_413/index.html,30,abbb492978ff656d,Classics,15.08,15.08,0.0,5,0
This Is Your Brain on Music: The Science of a Human Obsession,38.4,1,In stock,https://books.toscrape.com/catalogue/this-is-your-brain-on-music-the-science-of-a-human-obsession_414/index.html,30,bc209a900101f28d,Music,38.4,38.4,0.0,5,0
Two Summers,14.64,1,In stock,https://books.toscrape.com/catalogue/two-summers_415/index.html,30,3a7d54a264d9f33e,Young Adult,14.64,14.64,0.0,5,0
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,53.68,4,In stock,https://books.toscrape.com/catalogue/what-if-serious-scientific-answers-to-absurd-hypothetical-questions_416/index.html,30,163d89116179c33f,Default,53.68,53.68,0.0,5,0
Where She Went (If I Stay #2),41.73,4,In stock,https://books.toscrape.com/catalogue/where-she-went-if-i-stay-2_417/index.html,30,60369d96b7b80869,Young Adult,41.73,41.73,0.0,5,0
Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,48.67,2,In stock,https://books.toscrape.com/catalogue/why-save-the-bankers-and-other-essays-on-our-economic-and-political-crisis_418/index.html,30,759ee7d059b1beb8,Nonfiction,48.67,48.67,0.0,5,0
"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",47.31,4,In stock,https://books.toscrape.com/catalogue/will-grayson-will-grayson-will-grayson-will-grayson_419/index.html,30,e75f3ae1da1cc652,Young Adult,47.31,47.31,0.0,5,0
World Without End (The Pillars of the Earth #2),32.97,4,In stock,https://books.toscrape.com/catalogue/world-without-end-the-pillars-of-the-earth-2_420/index.html,30,2e5b4ff08a75fd02,Historical Fiction,32.97,32.97,0.0,5,0
Kill the Boy Band,15.52,5,In stock,https://books.toscrape.com/catalogue/kill-the-boy-band_381/index.html,31,44f545727e704187,Young Adult,15.52,15.52,0.0,5,0
Killing Floor (Jack Reacher #1),31.49,4,In stock,https://books.toscrape.com/catalogue/killing-floor-jack-reacher-1_382/index.html,31,8dde2ff3f6fcc0a3,Thriller,31.49,31.49,0.0,5,0
Last One Home (New Beginnings #1),59.98,3,In stock,https://books.toscrape.com/catalogue/last-one-home-new-beginnings-1_383/index.html,31,07e6810fd3236bda,Fiction,59.98,59.98,0.0,5,0
Logan Kade (Fallen Crest High #5.5),13.12,2,In stock,https://books.toscrape.com/catalogue/logan-kade-fallen-crest-high-55_384/index.html,31,7093cf549cd2e7de,Academic,13.12,13.12,0.0,5,0
Lola and the Boy Next Door (Anna and the French Kiss #2),23.63,4,In stock,https://books.toscrape.com/catalogue/lola-and-the-boy-next-door-anna-and-the-french-kiss-2_385/index.html,31,5e1a88d248599768,Young Adult,23.63,23.63,0.0,5,0
Maybe Something Beautiful: How Art Transformed a Neighborhood,22.54,1,In stock,https://books.toscrape.com/catalogue/maybe-something-beautiful-how-art-transformed-a-neighborhood_386/index.html,31,81c68492ccd72941,Childrens,22.54,22.54,0.0,5,0
Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,24.91,5,In stock,https://books.toscrape.com/catalogue/mexican-today-new-and-rediscovered-recipes-for-contemporary-kitchens_387/index.html,31,12a90b90283b2e6d,Food and Drink,24.91,24.91,0.0,5,0
My Mother Was Nuts,31.63,4,In stock,https://books.toscrape.com/catalogue/my-mother-was-nuts_388/index.html,31,a4ce39a3720cd679,Nonfiction,31.63,31.63,0.0,5,0
Peak: Secrets from the New Science of Expertise,16.28,2,In stock,https://books.toscrape.com/catalogue/peak-secrets-from-the-new-science-of-expertise_389/index.html,31,6036239d2ab349b7,Science,16.28,16.28,0.0,5,0
Red Dragon (Hannibal Lecter #1),23.37,3,In stock,https://books.toscrape.com/catalogue/red-dragon-hannibal-lecter-1_390/index.html,31,e958ae92f328c181,Horror,23.37,23.37,0.0,5,0
Remember Me?,11.48,3,In stock,https://books.toscrape.com/catalogue/remember-me_391/index.html,31,2973d38c2fbd7a5c,Default,11.48,11.48,0.0,5,0
Shiver (The Wolves of Mercy Falls #1),16.23,5,In stock,https://books.toscrape.com/catalogue/shiver-the-wolves-of-mercy-falls-1_392/index.html,31,59a8ae019b64f2a7,Default,16.23,16.23,0.0,5,0
Siddhartha,34.22,5,In stock,https://books.toscrape.com/catalogue/siddhartha_393/index.html,31,84bb29c53592ac40,Fiction,34.22,34.22,0.0,5,0
Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,25.15,4,In stock,https://books.toscrape.com/catalogue/talking-to-girls-about-duran-duran-one-young-mans-quest-for-true-love-and-a-cooler-haircut_394/index.html,31,1dba84766a5e87b8,Nonfiction,25.15,25.15,0.0,5,0
Tell Me Three Things,41.81,1,In stock,https://books.toscrape.com/catalogue/tell-me-three-things_395/index.html,31,50d5a7b861ed1c54,Young Adult,41.81,41.81,0.0,5,0
Tell the Wind and Fire,45.51,3,In stock,https://books.toscrape.com/catalogue/tell-the-wind-and-fire_396/index.html,31,84126312e2431a09,Fantasy,45.51,45.51,0.0,5,0
The 5th Wave (The 5th Wave #1),11.83,2,In stock,https://books.toscrape.com/catalogue/the-5th-wave-the-5th-wave-1_397/index.html,31,b716233fcb6877e6,Default,11.83,11.83,0.0,5,0
The Crossover,38.77,4,In stock,https://books.toscrape.com/catalogue/the-crossover_398/index.html,31,b228042c088b1913,Poetry,38.77,38.77,0.0,5,0
The Darkest Corners,11.33,5,In stock,https://books.toscrape.com/catalogue/the-darkest-corners_399/index.html,31,c4182bdb53e2459a,Young Adult,11.33,11.33,0.0,5,0
The Dream Thieves (The Raven Cycle #2),34.5,1,In stock,https://books.toscrape.com/catalogue/the-dream-thieves-the-raven-cycle-2_400/index.html,31,fec06f52054ea900,Default,34.5,34.5,0.0,5,0
America's War for the Greater Middle East: A Military History,51.22,2,In stock,https://books.toscrape.com/catalogue/americas-war-for-the-greater-middle-east-a-military-history_361/index.html,32,add33db6ff80db24,History,51.22,51.22,0.0,5,0
An Abundance of Katherines,10.0,5,In stock,https://books.toscrape.com/catalogue/an-abundance-of-katherines_362/index.html,32,f36d24c309e87e5b,Young Adult,10.0,10.0,0.0,5,0
Approval Junkie: Adventures in Caring Too Much,58.81,5,In stock,https://books.toscrape.com/catalogue/approval-junkie-adventures-in-caring-too-much_363/index.html,32,612369a5947a012e,Autobiography,58.81,58.81,0.0,5,0
"Blue Lily, Lily Blue (The Raven Cycle #3)",34.13,5,In stock,https://books.toscrape.com/catalogue/blue-lily-lily-blue-the-raven-cycle-3_364/index.html,32,ad5e078beceaeb4a,Default,34.13,34.13,0.0,5,0
Booked,17.49,5,In stock,https://books.toscrape.com/catalogue/booked_365/index.html,32,b54d7416bb445989,Poetry,17.49,17.49,0.0,5,0
Critique of Pure Reason,20.75,1,In stock,https://books.toscrape.com/catalogue/critique-of-pure-reason_366/index.html,32,429b4a811bef386c,Philosophy,20.75,20.75,0.0,5,0
"Data, A Love Story: How I Gamed Online Dating to Meet My Match",32.35,3,In stock,https://books.toscrape.com/catalogue/data-a-love-story-how-i-gamed-online-dating-to-meet-my-match_367/index.html,32,bcf567421c581f0a,Nonfiction,32.35,32.35,0.0,5,0
"Death Note, Vol. 5: Whiteout (Death Note #5)",52.41,1,In stock,https://books.toscrape.com/catalogue/death-note-vol-5-whiteout-death-note-5_368/index.html,32,1c0a38899c82b60a,Sequential Art,52.41,52.41,0.0,5,0
Digital Fortress,58.0,5,In stock,https://books.toscrape.com/catalogue/digital-fortress_369/index.html,32,94bb629a3f6dd00b,Fiction,58.0,58.0,0.0,5,0
Dracula the Un-Dead,35.63,5,In stock,https://books.toscrape.com/catalogue/dracula-the-un-dead_370/index.html,32,e46b1074b99ac4b6,Horror,35.63,35.63,0.0,5,0
Drama,38.7,2,In stock,https://books.toscrape.com/catalogue/drama_371/index.html,32,d5ad4c92d8bf26c9,Default,38.7,38.7,0.0,5,0
